,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,ORCL_BALANCE_SHEET_reportedCurrency,ORCL_BALANCE_SHEET_totalAssets,ORCL_BALANCE_SHEET_totalCurrentAssets,ORCL_BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,ORCL_BALANCE_SHEET_cashAndShortTermInvestments,ORCL_BALANCE_SHEET_inventory,ORCL_BALANCE_SHEET_currentNetReceivables,ORCL_BALANCE_SHEET_totalNonCurrentAssets,ORCL_BALANCE_SHEET_propertyPlantEquipment,ORCL_BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,ORCL_BALANCE_SHEET_intangibleAssets,ORCL_BALANCE_SHEET_intangibleAssetsExcludingGoodwill,ORCL_BALANCE_SHEET_goodwill,ORCL_BALANCE_SHEET_investments,ORCL_BALANCE_SHEET_longTermInvestments,ORCL_BALANCE_SHEET_shortTermInvestments,ORCL_BALANCE_SHEET_otherCurrentAssets,ORCL_BALANCE_SHEET_otherNonCurrentAssets,ORCL_BALANCE_SHEET_totalLiabilities,ORCL_BALANCE_SHEET_totalCurrentLiabilities,ORCL_BALANCE_SHEET_currentAccountsPayable,ORCL_BALANCE_SHEET_deferredRevenue,ORCL_BALANCE_SHEET_currentDebt,ORCL_BALANCE_SHEET_shortTermDebt,ORCL_BALANCE_SHEET_totalNonCurrentLiabilities,ORCL_BALANCE_SHEET_capitalLeaseObligations,ORCL_BALANCE_SHEET_longTermDebt,ORCL_BALANCE_SHEET_currentLongTermDebt,ORCL_BALANCE_SHEET_longTermDebtNoncurrent,ORCL_BALANCE_SHEET_shortLongTermDebtTotal,ORCL_BALANCE_SHEET_otherCurrentLiabilities,ORCL_BALANCE_SHEET_otherNonCurrentLiabilities,ORCL_BALANCE_SHEET_totalShareholderEquity,ORCL_BALANCE_SHEET_treasuryStock,ORCL_BALANCE_SHEET_retainedEarnings,ORCL_BALANCE_SHEET_commonStock,ORCL_BALANCE_SHEET_commonStockSharesOutstanding,ORCL_CASH_FLOW_reportedCurrency,ORCL_CASH_FLOW_operatingCashflow,ORCL_CASH_FLOW_paymentsForOperatingActivities,ORCL_CASH_FLOW_proceedsFromOperatingActivities,ORCL_CASH_FLOW_changeInOperatingLiabilities,ORCL_CASH_FLOW_changeInOperatingAssets,ORCL_CASH_FLOW_depreciationDepletionAndAmortization,ORCL_CASH_FLOW_capitalExpenditures,ORCL_CASH_FLOW_changeInReceivables,ORCL_CASH_FLOW_changeInInventory,ORCL_CASH_FLOW_profitLoss,ORCL_CASH_FLOW_cashflowFromInvestment,ORCL_CASH_FLOW_cashflowFromFinancing,ORCL_CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,ORCL_CASH_FLOW_paymentsForRepurchaseOfCommonStock,ORCL_CASH_FLOW_paymentsForRepurchaseOfEquity,ORCL_CASH_FLOW_paymentsForRepurchaseOfPreferredStock,ORCL_CASH_FLOW_dividendPayout,ORCL_CASH_FLOW_dividendPayoutCommonStock,ORCL_CASH_FLOW_dividendPayoutPreferredStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfCommonStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,ORCL_CASH_FLOW_proceedsFromIssuanceOfPreferredStock,ORCL_CASH_FLOW_proceedsFromRepurchaseOfEquity,ORCL_CASH_FLOW_proceedsFromSaleOfTreasuryStock,ORCL_CASH_FLOW_changeInCashAndCashEquivalents,ORCL_CASH_FLOW_changeInExchangeRate,ORCL_CASH_FLOW_netIncome,ORCL_INCOME_STATEMENT_reportedCurrency,ORCL_INCOME_STATEMENT_grossProfit,ORCL_INCOME_STATEMENT_totalRevenue,ORCL_INCOME_STATEMENT_costOfRevenue,ORCL_INCOME_STATEMENT_costofGoodsAndServicesSold,ORCL_INCOME_STATEMENT_operatingIncome,ORCL_INCOME_STATEMENT_sellingGeneralAndAdministrative,ORCL_INCOME_STATEMENT_researchAndDevelopment,ORCL_INCOME_STATEMENT_operatingExpenses,ORCL_INCOME_STATEMENT_investmentIncomeNet,ORCL_INCOME_STATEMENT_netInterestIncome,ORCL_INCOME_STATEMENT_interestIncome,ORCL_INCOME_STATEMENT_interestExpense,ORCL_INCOME_STATEMENT_nonInterestIncome,ORCL_INCOME_STATEMENT_otherNonOperatingIncome,ORCL_INCOME_STATEMENT_depreciation,ORCL_INCOME_STATEMENT_depreciationAndAmortization,ORCL_INCOME_STATEMENT_incomeBeforeTax,ORCL_INCOME_STATEMENT_incomeTaxExpense,ORCL_INCOME_STATEMENT_interestAndDebtExpense,ORCL_INCOME_STATEMENT_netIncomeFromContinuingOperations,ORCL_INCOME_STATEMENT_comprehensiveIncomeNetOfTax,ORCL_INCOME_STATEMENT_ebit,ORCL_INCOME_STATEMENT_ebitda,ORCL_INCOME_STATEMENT_netIncome,ORCL_EARNINGS_reportedDate,ORCL_EARNINGS_reportedEPS,ORCL_EARNINGS_estimatedEPS,ORCL_EARNINGS_surprise,ORCL_EARNINGS_surprisePercentage,ORCL_EARNINGS_reportTime,ORCL_SHARES_OUTSTANDING_shares_outstanding_diluted,ORCL_SHARES_OUTSTANDING_shares_outstanding_basic
2011-06-30,34.2300,34.3000,30.6500,32.9100,26.8856,700288400,0.0000,USD,73535000000,39174000000,16163000000,16163000000,303000000,6628000000,34361000000,2857000000,None,7860000000,7860000000,21553000000,None,None,12685000000,3395000000,None,33290000000,14192000000,494000000,None,None,1150000000,19098000000,None,14772000000,None,None,15922000000,2577000000,4267000000,39776000000,0,22581000000,16653000000,5062000000,USD,3777000000,None,None,None,None,684000000,78000000,-2106000000,-19000000,None,-419000000,859000000,None,None,None,None,304000000,304000000,None,None,None,None,-411000000,None,4299000000,82000000,3209000000,USD,8606000000,10775000000,2169000000,2169000000,4359000000,256000000,1170000000,4247000000,None,None,None,195000000,None,6000000,None,684000000,4170000000,961000000,None,3209000000,None,4365000000,5049000000,3209000000,2011-06-23,0.75,0.71,0.04,5.6338,post-market,5161000000,5066000000
2011-07-29,32.8900,34.1300,30.2600,30.5800,25.0273,560121200,0.0600,USD,73535000000,39174000000,16163000000,16163000000,303000000,6628000000,34361000000,2857000000,None,7860000000,7860000000,21553000000,None,None,12685000000,3395000000,None,33290000000,14192000000,494000000,None,None,1150000000,19098000000,None,14772000000,None,None,15922000000,2577000000,4267000000,39776000000,0,22581000000,16653000000,5062000000,USD,3777000000,None,None,None,None,684000000,78000000,-2106000000,-19000000,None,-419000000,859000000,None,None,None,None,304000000,304000000,None,None,None,None,-411000000,None,4299000000,82000000,3209000000,USD,8606000000,10775000000,2169000000,2169000000,4359000000,256000000,1170000000,4247000000,None,None,None,195000000,None,6000000,None,684000000,4170000000,961000000,None,3209000000,None,4365000000,5049000000,3209000000,2011-06-23,0.75,0.71,0.04,5.6338,post-market,5161000000,5066000000
2011-08-31,30.9700,31.2100,24.7200,28.0700,22.9731,1107143700,0.0000,USD,73859000000,39206000000,13162000000,13162000000,259000000,4194000000,34653000000,2930000000,None,7662000000,7662000000,21831000000,None,None,18498000000,3093000000,None,32620000000,13056000000,614000000,None,None,1553000000,19564000000,None,14789000000,None,None,16342000000,2964000000,4775000000,41239000000,0,23385000000,16915000000,5150000000,USD,5421000000,None,None,None,None,709000000,160000000,2483000000,57000000,None,-6323000000,-2211000000,None,None,None,None,304000000,304000000,None,None,None,None,-800000000,None,-3001000000,112000000,1840000000,USD,6386000000,8374000000,1988000000,1988000000,2683000000,311000000,1050000000,3703000000,None,None,None,192000000,None,-20000000,None,709000000,2471000000,631000000,None,1840000000,None,2663000000,3372000000,1840000000,2011-09-20,0.48,0.47,0.01,2.1277,post-market,5150000000,5062000000
2011-09-30,28.0300,30.9600,25.7100,28.7400,23.5214,880744000,0.0000,USD,73859000000,39206000000,13162000000,13162000000,259000000,4194000000,34653000000,2930000000,None,7662000000,7662000000,21831000000,None,None,18498000000,3093000000,None,32620000000,13056000000,614000000,None,None,1553000000,19564000000,None,14789000000,None,None,16342000000,2964000000,4775000000,41239000000,0,23385000000,16915000000,5150000000,USD,5421000000,None,None,None,None,709000000,160000000,2483000000,57000000,None,-6323000000,-2211000000,None,None,None,None,304000000,304000000,None,None,None,None,-800000000,None,-3001000000,112000000,1840000000,USD,6386000000,8374000000,1988000000,1988000000,2683000000,311000000,1050000000,3703000000,None,None,None,192000000,None,-20000000,None,709000000,2471000000,631000000,None,1840000000,None,2663000000,3372000000,1840000000,2011-09-20,0.48,0.47,0.01,2.1277,post-market,5150000000,5062000000
2011-10-31,28.5900,33.8100,27.0000,32.7700,26.8735,667246000,0.0600,USD,73859000000,39206000000,13162000000,13162000000,259000000,4194000000,34653000000,2930000000,None,7662000000,7662000000,21831000000,None,None,18498000000,3093000000,None,32620000000,13056000000,614000000,None,None,1553000000,19564000000,None,14789000000,None,None,16342000000,2964000000,4775000000,41239000000,0,23385000000,16915000000,5150000000,USD,5421000000,None,None,None,None,709000000,160000000,2483000000,57000000,None,-6323000000,-2211000000,None,None,None,None,304000000,304000000,None,None,None,None,-800000000,None,-3001000000,112000000,1840000000,USD,6386000000,8374000000,1988000000,1988000000,2683000000,311000000,1050000000,3703000000,None,None,None,192000000,None,-20000000,None,709000000,2471000000,631000000,None,1840000000,None,2663000000,3372000000,1840000000,2011-09-20,0.48,0.47,0.01,2.1277,post-market,5150000000,5062000000
2011-11-30,31.9600,33.7600,28.6100,31.3500,25.7090,539825600,0.0000,USD,72910000000,38482000000,13286000000,13286000000,218000000,4434000000,34428000000,2900000000,None,7152000000,7152000000,21994000000,None,None,17726000000,2818000000,None,30643000000,11072000000,445000000,None,None,1582000000,19571000000,None,14778000000,None,None,16360000000,2954000000,4793000000,42267000000,0,24383000000,17245000000,5123000000,USD,1255000000,None,None,None,None,701000000,129000000,-355000000,36000000,None,376000000,-1020000000,None,None,None,None,303000000,303000000,None,None,None,None,-998000000,None,124000000,-487000000,2192000000,USD,6836000000,8792000000,1956000000,1956000000,3111000000,277000000,1102000000,3725000000,None,None,None,192000000,None,41000000,None,701000000,2960000000,768000000,None,2192000000,None,3152000000,3853000000,2192000000,2011-12-20,0.54,0.57,-0.03,-5.2632,post-market,5123000000,5041000000
2011-12-30,31.4000,32.2400,24.9100,25.6500,21.0346,744294800,0.0000,USD,72910000000,38482000000,13286000000,13286000000,218000000,4434000000,34428000000,2900000000,None,7152000000,7152000000,21994000000,None,None,17726000000,2818000000,None,30643000000,11072000000,445000000,None,None,1582000000,19571000000,None,14778000000,None,None,16360000000,2954000000,4793000000,42267000000,0,24383000000,17245000000,5123000000,USD,1255000000,None,None,None,None,701000000,129000000,-355000000,36000000,None,376000000,-1020000000,None,None,None,None,303000000,303000000,None,None,None,None,-998000000,None,124000000,-487000000,2192000000,USD,6836000000,8792000000,1956000000,1956000000,3111000000,277000000,1102000000,3725000000,None,None,None,192000000,None,41000000,None,701000000,2960000000,768000000,None,2192000000,None,3152000000,3853000000,2192000000,2011-12-20,0.54,0.57,-0.03,-5.2632,post-market,5123000000,5041000000
2012-01-31,26.3300,28.9500,25.5500,28.2100,23.1853,721581300,0.0600,USD,72910000000,38482000000,13286000000,13286000000,218000000,4434000000,34428000000,2900000000,None,7152000000,7152000000,21994000000,None,None,17726000000,2818000000,None,30643000000,11072000000,445000000,None,None,1582000000,19571000000,None,14778000000,None,None,16360000000,2954000000,4793000000,42267000000,0,24383000000,17245000000,5123000000,USD,1255000000,None,None,None,None,701000000,129000000,-355000000,36000000,None,376000000,-1020000000,None,None,None,None,303000000,303000000,None,None,None,None,-998000000,None,124000000,-487000000,2192000000,USD,6836000000,8792000000,1956000000,1956000000,3111000000,277000000,1102000000,3725000000,None,None,None,192000000,None,41000000,None,701000000,2960000000,768000000,None,2192000000,None,3152000000,3853000000,2192000000,2011-12-20,0.54,0.57,-0.03,-5.2632,post-market,5123000000,5041000000
2012-02-29,28.4800,29.5380,27.9200,29.2550,24.0442,565502700,0.0000,USD,74361000000,37538000000,13781000000,13781000000,172000000,4656000000,36823000000,2936000000,None,7455000000,7455000000,23819000000,None,None,15961000000,2968000000,None,31095000000,11632000000,442000000,None,None,1665000000,19463000000,None,14777000000,None,None,16442000000,3240000000,4686000000,43266000000,0,25116000000,17341000000,5080000000,USD,3010000000,None,None,None,None,730000000,142000000,-100000000,46000000,None,-590000000,-2119000000,None,None,None,None,302000000,302000000,None,None,None,None,-1659000000,None,495000000,194000000,2497000000,USD,7131000000,9039000000,1908000000,1908000000,3317000000,261000000,1145000000,3814000000,None,None,None,190000000,None,21000000,None,730000000,3148000000,650000000,None,2498000000,None,3338000000,4068000000,2498000000,2012-03-20,0.62,0.56,0.06,10.7143,post-market,5080000000,5007000000
2012-03-30,29.4000,31.1500,28.5200,29.1600,23.9661,813941300,0.0000,USD,74361000000,37538000000,13781000000,13781000000,172000000,4656000000,36823000000,2936000000,None,7455000000,7455000000,23819000000,None,None,15961000000,2968000000,None,31095000000,11632000000,442000000,None,None,1665000000,19463000000,None,14777000000,None,None,16442000000,3240000000,4686000000,43266000000,0,25116000000,17341000000,5080000000,USD,3010000000,None,None,None,None,730000000,142000000,-100000000,46000000,None,-590000000,-2119000000,None,None,None,None,302000000,302000000,None,None,None,None,-1659000000,None,495000000,194000000,2497000000,USD,7131000000,9039000000,1908000000,1908000000,3317000000,261000000,1145000000,3814000000,None,None,None,190000000,None,21000000,None,730000000,3148000000,650000000,None,2498000000,None,3338000000,4068000000,2498000000,2012-03-20,0.62,0.56,0.06,10.7143,post-market,5080000000,5007000000
2012-04-30,29.1200,29.7000,28.0400,29.4000,24.2134,528345200,0.0600,USD,74361000000,37538000000,13781000000,13781000000,172000000,4656000000,36823000000,2936000000,None,7455000000,7455000000,23819000000,None,None,15961000000,2968000000,None,31095000000,11632000000,442000000,None,None,1665000000,19463000000,None,14777000000,None,None,16442000000,3240000000,4686000000,43266000000,0,25116000000,17341000000,5080000000,USD,3010000000,None,None,None,None,730000000,142000000,-100000000,46000000,None,-590000000,-2119000000,None,None,None,None,302000000,302000000,None,None,None,None,-1659000000,None,495000000,194000000,2497000000,USD,7131000000,9039000000,1908000000,1908000000,3317000000,261000000,1145000000,3814000000,None,None,None,190000000,None,21000000,None,730000000,3148000000,650000000,None,2498000000,None,3338000000,4068000000,2498000000,2012-03-20,0.62,0.56,0.06,10.7143,post-market,5080000000,5007000000
2012-05-31,29.4500,29.8150,25.3250,26.4700,21.8003,650683000,0.0000,USD,78327000000,40023000000,14955000000,14955000000,158000000,6377000000,38304000000,3021000000,None,7899000000,7899000000,25119000000,None,None,15721000000,2812000000,None,34240000000,15388000000,438000000,None,None,2950000000,18852000000,None,13524000000,None,None,16474000000,1206000000,5328000000,43688000000,0,26087000000,17489000000,4867000000,USD,4057000000,None,None,None,None,776000000,217000000,-2036000000,11000000,None,-1844000000,-749000000,None,None,None,None,296000000,296000000,None,None,None,None,-2399000000,None,1174000000,-290000000,3452000000,USD,8910000000,10916000000,2006000000,2006000000,4595000000,278000000,1226000000,4315000000,None,None,None,192000000,None,-20000000,None,776000000,4383000000,931000000,None,6432000000,None,4575000000,5351000000,3452000000,2012-06-18,0.82,0.78,0.04,5.1282,post-market,5026000000,4949000000
2012-06-29,25.9800,29.7100,25.8400,29.7000,24.4604,642899400,0.0000,USD,78327000000,40023000000,14955000000,14955000000,158000000,6377000000,38304000000,3021000000,None,7899000000,7899000000,25119000000,None,None,15721000000,2812000000,None,34240000000,15388000000,438000000,None,None,2950000000,18852000000,None,13524000000,None,None,16474000000,1206000000,5328000000,43688000000,0,26087000000,17489000000,4867000000,USD,4057000000,None,None,None,None,776000000,217000000,-2036000000,11000000,None,-1844000000,-749000000,None,None,None,None,296000000,296000000,None,None,None,None,-2399000000,None,1174000000,-290000000,3452000000,USD,8910000000,10916000000,2006000000,2006000000,4595000000,278000000,1226000000,4315000000,None,None,None,192000000,None,-20000000,None,776000000,4383000000,931000000,None,6432000000,None,4575000000,5351000000,3452000000,2012-06-18,0.82,0.78,0.04,5.1282,post-market,5026000000,4949000000
2012-07-31,29.5300,31.1100,28.6100,30.2000,24.9233,480418748,0.0600,USD,78327000000,40023000000,14955000000,14955000000,158000000,6377000000,38304000000,3021000000,None,7899000000,7899000000,25119000000,None,None,15721000000,2812000000,None,34240000000,15388000000,438000000,None,None,2950000000,18852000000,None,13524000000,None,None,16474000000,1206000000,5328000000,43688000000,0,26087000000,17489000000,4867000000,USD,4057000000,None,None,None,None,776000000,217000000,-2036000000,11000000,None,-1844000000,-749000000,None,None,None,None,296000000,296000000,None,None,None,None,-2399000000,None,1174000000,-290000000,3452000000,USD,8910000000,10916000000,2006000000,2006000000,4595000000,278000000,1226000000,4315000000,None,None,None,192000000,None,-20000000,None,776000000,4383000000,931000000,None,6432000000,None,4575000000,5351000000,3452000000,2012-06-18,0.82,0.78,0.04,5.1282,post-market,5026000000,4949000000
2012-08-31,30.3400,32.3000,29.7400,31.6500,26.1199,397712100,0.0000,USD,76558000000,38172000000,15667000000,15667000000,148000000,3775000000,38386000000,3037000000,None,7376000000,7376000000,25288000000,None,None,15940000000,2642000000,None,32822000000,13955000000,388000000,None,None,1250000000,18867000000,None,13521000000,None,None,14771000000,269000000,5346000000,43329000000,0,25117000000,17901000000,4939000000,USD,5671000000,None,None,None,None,746000000,139000000,2630000000,10000000,None,-510000000,-4520000000,None,None,None,None,292000000,292000000,None,None,None,None,-3076000000,None,712000000,71000000,2034000000,USD,6406000000,8181000000,1775000000,1775000000,2879000000,275000000,1201000000,3527000000,None,None,None,188000000,None,11000000,None,746000000,2702000000,668000000,None,2702000000,None,2890000000,3636000000,2034000000,2012-09-20,0.53,0.53,0,0,post-market,4939000000000000,4867000000000000
2012-09-28,31.6300,33.2900,30.5700,31.4600,25.9631,493825400,0.0000,USD,76558000000,38172000000,15667000000,15667000000,148000000,3775000000,38386000000,3037000000,None,7376000000,7376000000,25288000000,None,None,15940000000,2642000000,None,32822000000,13955000000,388000000,None,None,1250000000,18867000000,None,13521000000,None,None,14771000000,269000000,5346000000,43329000000,0,25117000000,17901000000,4939000000,USD,5671000000,None,None,None,None,746000000,139000000,2630000000,10000000,None,-510000000,-4520000000,None,None,None,None,292000000,292000000,None,None,None,None,-3076000000,None,712000000,71000000,2034000000,USD,6406000000,8181000000,1775000000,1775000000,2879000000,275000000,1201000000,3527000000,None,None,None,188000000,None,11000000,None,746000000,2702000000,668000000,None,2702000000,None,2890000000,3636000000,2034000000,2012-09-20,0.53,0.53,0,0,post-market,4939000000000000,4867000000000000
2012-10-31,31.7100,32.0900,30.3100,31.0800,25.6998,485591400,0.0600,USD,76558000000,38172000000,15667000000,15667000000,148000000,3775000000,38386000000,3037000000,None,7376000000,7376000000,25288000000,None,None,15940000000,2642000000,None,32822000000,13955000000,388000000,None,None,1250000000,18867000000,None,13521000000,None,None,14771000000,269000000,5346000000,43329000000,0,25117000000,17901000000,4939000000,USD,5671000000,None,None,None,None,746000000,139000000,2630000000,10000000,None,-510000000,-4520000000,None,None,None,None,292000000,292000000,None,None,None,None,-3076000000,None,712000000,71000000,2034000000,USD,6406000000,8181000000,1775000000,1775000000,2879000000,275000000,1201000000,3527000000,None,None,None,188000000,None,11000000,None,746000000,2702000000,668000000,None,2702000000,None,2890000000,3636000000,2034000000,2012-09-20,0.53,0.53,0,0,post-market,4939000000000000,4867000000000000
2012-11-30,31.2000,32.2400,29.5200,32.1750,26.6053,407092800,0.0000,USD,79657000000,41129000000,15912000000,15912000000,164000000,4401000000,38528000000,3093000000,None,6873000000,6873000000,25458000000,None,None,17783000000,2869000000,None,36247000000,12347000000,372000000,None,None,1250000000,23900000000,None,18507000000,None,None,19757000000,315000000,5393000000,42983000000,0,24746000000,18015000000,4869811000,USD,795000000,None,None,None,None,718000000,212000000,-592000000,-10000000,None,-2552000000,1955000000,None,None,None,None,291000000,291000000,None,None,None,None,-2996000000,None,245000000,47000000,2581000000,USD,7300000000,9094000000,1794000000,1794000000,3481000000,263000000,1199000000,3829000000,None,None,None,195000000,None,4000000,None,405000000,3280000000,699000000,None,3280000000,None,3481000000,3886000000,2581000000,2012-12-18,0.64,0.61,0.03,4.918,post-market,4868000000,4792000000
2012-12-31,32.3700,34.3500,31.3100,33.3200,27.7074,503002900,0.1800,USD,79657000000,41129000000,15912000000,15912000000,164000000,4401000000,38528000000,3093000000,None,6873000000,6873000000,25458000000,None,None,17783000000,2869000000,None,36247000000,12347000000,372000000,None,None,1250000000,23900000000,None,18507000000,None,None,19757000000,315000000,5393000000,42983000000,0,24746000000,18015000000,4869811000,USD,795000000,None,None,None,None,718000000,212000000,-592000000,-10000000,None,-2552000000,1955000000,None,None,None,None,291000000,291000000,None,None,None,None,-2996000000,None,245000000,47000000,2581000000,USD,7300000000,9094000000,1794000000,1794000000,3481000000,263000000,1199000000,3829000000,None,None,None,195000000,None,4000000,None,405000000,3280000000,699000000,None,3280000000,None,3481000000,3886000000,2581000000,2012-12-18,0.64,0.61,0.03,4.918,post-market,4868000000,4792000000
2013-01-31,34.0800,35.8800,33.9300,35.5100,29.5285,401941600,0.0000,USD,79657000000,41129000000,15912000000,15912000000,164000000,4401000000,38528000000,3093000000,None,6873000000,6873000000,25458000000,None,None,17783000000,2869000000,None,36247000000,12347000000,372000000,None,None,1250000000,23900000000,None,18507000000,None,None,19757000000,315000000,5393000000,42983000000,0,24746000000,18015000000,4869811000,USD,795000000,None,None,None,None,718000000,212000000,-592000000,-10000000,None,-2552000000,1955000000,None,None,None,None,291000000,291000000,None,None,None,None,-2996000000,None,245000000,47000000,2581000000,USD,7300000000,9094000000,1794000000,1794000000,3481000000,263000000,1199000000,3829000000,None,None,None,195000000,None,4000000,None,405000000,3280000000,699000000,None,3280000000,None,3481000000,3886000000,2581000000,2012-12-18,0.64,0.61,0.03,4.918,post-market,4868000000,4792000000
2013-02-28,35.8700,36.3100,34.0600,34.2400,28.4724,347205100,0.0000,USD,79450000000,40686000000,16101000000,16101000000,211000000,4169000000,38764000000,3034000000,None,6662000000,6662000000,26102000000,None,None,17306000000,2899000000,None,35660000000,11916000000,361000000,None,None,1250000000,23744000000,None,18502000000,None,None,19752000000,252000000,5242000000,43348000000,0,24549000000,18645000000,4815385000,USD,3194000000,None,None,None,None,725000000,116000000,231000000,-48000000,None,-665000000,-2309000000,None,None,None,None,850000000,850000000,None,None,None,None,-2132000000,None,189000000,-31000000,2504000000,USD,7242000000,8958000000,1716000000,1716000000,3408000000,260000000,1186000000,3908000000,None,None,None,205000000,None,-39000000,None,725000000,3090000000,586000000,None,3090000000,None,3295000000,4020000000,2504000000,2013-03-20,0.65,0.66,-0.01,-1.5152,post-market,4812000000,4735000000
2013-03-28,34.1200,36.4300,31.1600,32.3300,26.8841,640045400,0.0000,USD,79450000000,40686000000,16101000000,16101000000,211000000,4169000000,38764000000,3034000000,None,6662000000,6662000000,26102000000,None,None,17306000000,2899000000,None,35660000000,11916000000,361000000,None,None,1250000000,23744000000,None,18502000000,None,None,19752000000,252000000,5242000000,43348000000,0,24549000000,18645000000,4815385000,USD,3194000000,None,None,None,None,725000000,116000000,231000000,-48000000,None,-665000000,-2309000000,None,None,None,None,850000000,850000000,None,None,None,None,-2132000000,None,189000000,-31000000,2504000000,USD,7242000000,8958000000,1716000000,1716000000,3408000000,260000000,1186000000,3908000000,None,None,None,205000000,None,-39000000,None,725000000,3090000000,586000000,None,3090000000,None,3295000000,4020000000,2504000000,2013-03-20,0.65,0.66,-0.01,-1.5152,post-market,4812000000,4735000000
2013-04-30,32.3600,33.9500,31.6700,32.7800,27.2583,543579600,0.0000,USD,79450000000,40686000000,16101000000,16101000000,211000000,4169000000,38764000000,3034000000,None,6662000000,6662000000,26102000000,None,None,17306000000,2899000000,None,35660000000,11916000000,361000000,None,None,1250000000,23744000000,None,18502000000,None,None,19752000000,252000000,5242000000,43348000000,0,24549000000,18645000000,4815385000,USD,3194000000,None,None,None,None,725000000,116000000,231000000,-48000000,None,-665000000,-2309000000,None,None,None,None,850000000,850000000,None,None,None,None,-2132000000,None,189000000,-31000000,2504000000,USD,7242000000,8958000000,1716000000,1716000000,3408000000,260000000,1186000000,3908000000,None,None,None,205000000,None,-39000000,None,725000000,3090000000,586000000,None,3090000000,None,3295000000,4020000000,2504000000,2013-03-20,0.65,0.66,-0.01,-1.5152,post-market,4812000000,4735000000
